"id";"Company";"TypeName";"Inches";"resolution_height";"resolution_width";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"price"
190;"Microsoft";"Ultrabook";"13.5";2256;1504;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.252";71395
191;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Pentium Quad";"1.60";8;"HDD";"2048";"0";"Intel";"windows";"2.04";20726
192;"Apple";"Ultrabook";"15.4";2880;1800;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"AMD";"mac";"1.83";130002
193;"Lenovo";"Notebook";"13.3";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storge";"16";"0";"Intel";"others";"1.45";24503
194;"Dell";"Ultrabook";"13.3";3840;2160;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.21";103843
195;"Dell";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i7";"1.90";16;"SSD";"512";"256";"Intel";"windows";"1.88";85672
196;"Acer";"Notebook";"15.6";1366;768;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"256";"0";"AMD";"windows";"2.1";24029
197;"Dell";"Workstation";"17.3";1920;1080;0;"Intel";"Core i7";"2.90";16;"SSD";"256";"0";"Nvidia";"windows";"3.42";153705
198;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";"windows";"2.5";57489
199;"Mediacom";"2 in 1 Convertible";"11.6";1920;1080;1;"Intel";"Celeron Dual";"1.10";4;"SSD";"32";"0";"Intel";"windows";"1.16";15931
200;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";6;"SSD";"256";"0";"Nvidia";"windows";"1.58";35112
201;"Asus";"2 in 1 Convertible";"11.6";1366;768;1;"Intel";"Celeron Dual";"1.10";4;"Flash Storge";"32";"0";"Intel";"windows";"1.5";19980
202;"Lenovo";"Ultrabook";"12.5";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.36";76137
203;"Lenovo";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storge";"64";"0";"Intel";"windows";"1.44";13267
204;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"Nvidia";"linux";"3";50563
205;"Dell";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"AMD";"windows";"0.0002";35325
206;"Dell";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";"windows";"2.8";57809
207;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.95";52214
208;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"256";"0";"AMD";"windows";"2.2";26581
209;"HP";"Notebook";"14";1366;768;0;"Intel";"Core i5";"1.60";4;"HDD";"500";"0";"Intel";"windows";"1.63";38468
211;"Lenovo";"Notebook";"15.6";1920;1080;0;"AMD";"A10-Series 9600P";"2.40";6;"HDD";"1024";"0";"AMD";"windows";"2.4";26587
212;"Samsung";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storge";"16";"0";"Intel";"others";"1.15";14332
213;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"N/A";"2.4";43104
214;"Asus";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.25";58555
215;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"windows";"2.1";18541
216;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Pentium Quad";"1.10";4;"SSD";"128";"0";"Intel";"windows";"2.2";18595
217;"Microsoft";"Ultrabook";"13.5";2256;1504;1;"Intel";"Core i5";"2.50";4;"SSD";"128";"0";"Intel";"windows";"1.252";58022
218;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"windows";"1.85";22106
219;"Dell";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"?";77203
221;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";"windows";"2.33";47899
222;"Asus";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Nvidia";"windows";"1.63";78215
223;"HP";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.36";93240
224;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.70";4;"HDD";"1024";"0";"Intel";"linux";"2.1";19554
225;"HP";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.2";58555
226;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.84";69477
227;"Acer";"Notebook";"11.6";1366;768;0;"Intel";"Pentium Quad";"1.60";4;"Flash Storge";"128";"0";"Intel";"windows";"1.4";25841
228;"Asus";"2 in 1 Convertible";"15.6";1920;1080;1;"Intel";"Core i7";"2.70";12;"Hybrid";"512";"2048";"Nvidia";"windows";"2.26";58555
229;"Dell";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.21";86793
230;"MSI";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.4";95851
231;"Apple";"Ultrabook";"12";2304;1440;0;"Intel";"Core M";"1.20";8;"SSD";"256";"0";"Intel";"mac";"0.92";67261
232;"Acer";"Notebook";"15.6";1366;768;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"128";"0";"AMD";"windows";"2.1";22697
233;"Lenovo";"Notebook";"13.3";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.4";53813
234;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Intel";"windows";"2.1";19368
235;"HP";"Ultrabook";"12.5";3840;2160;1;"Intel";"Core M";"1.20";8;"SSD";"512";"0";"Intel";"windows";"0.97";107306
236;"Dell";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"1.64";62817
237;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.7";75072
238;"Asus";"Notebook";"14";1366;768;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"windows";"1.3";27120
239;"Asus";"Gaming";"17.3";1920;1080;0;"AMD";"Ryzen 1700";"3.00";16;"Hybrid";"256";"1024";"AMD";"windows";"3.25";117163
241;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"windows";"2";18328
242;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"linux";"2.4";23539
243;"Dell";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";"windows";"2.8";52161
244;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.9";113060
245;"Lenovo";"Notebook";"17.3";1600;900;0;"AMD";"A8-Series 7410";"2.20";4;"SSD";"128";"0";"AMD";"windows";"2.6";26054
246;"HP";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"2.6";92615
247;"Dell";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.62";46301
248;"Dell";"Workstation";"15.6";1920;1080;0;"Intel";"Xeon E3-1505M";"3.00";8;"Hybrid";"64";"1024";"Nvidia";"windows";"2.23";106187
249;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.48";68838
250;"HP";"Notebook";"15.6";1920;1080;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"256";"0";"AMD";"windows";"1.91";26053
251;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Intel";"windows";"1.86";26037
252;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";"windows";"1.63";57756
253;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"Intel";"windows";"1.63";43263
254;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.56";56503
255;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i3";"2.70";4;"SSD";"128";"0";"Intel";"windows";"1.7";31915
256;"Lenovo";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Quad";"1.10";4;"SSD";"128";"0";"Intel";"windows";"1.59";29464
257;"Lenovo";"Notebook";"17.3";1600;900;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Nvidia";"windows";"2.79";31382
258;"Dell";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"1.80";64;"SSD";"256";"0";"AMD";"windows";"1.4";50882
259;"Toshiba";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Nvidia";"windows";"2.4";74752
260;"Asus";"Notebook";"14";1366;768;0;"AMD";"E-Series 6110";"1.50";4;"SSD";"64";"0";"AMD";"windows";"1.65";14811
261;"Acer";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";"windows";"3";45501
262;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";"windows";"2.2";46354
263;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"Hybrid";"256";"1024";"Nvidia";"windows";"2.16";60224
264;"MSI";"Gaming";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"windows";"2.2";54758
265;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.7";58342
266;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"2048";"AMD";"windows";"2.02";51730
267;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";"windows";"1.8";16464
268;"Apple";"Ultrabook";"13.3";2560;1600;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"mac";"1.37";80908
269;"Asus";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"2";58288
270;"Dell";"Notebook";"17.3";1920;1080;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"2048";"AMD";"windows";"2.8";74379
271;"Lenovo";"Notebook";"17.3";1600;900;0;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Nvidia";"windows";"5.8";34579
272;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";"windows";"2.2";39694
273;"Microsoft";"Ultrabook";"13.5";2256;1504;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";"windows";"1.25";137942
274;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";"windows";"1.91";31382
275;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"2.5";49444
276;"Asus";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storge";"32";"0";"Intel";"windows";"1.5";15238
277;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"AMD";"windows";"2.36";34045
278;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"linux";"2.4";45075
279;"Dell";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"Nvidia";"windows";"2.17";105228
280;"HP";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"3.35";63456
281;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"windows";"2.2";23923
282;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"N/A";"1.85";21498
283;"HP";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.90";8;"SSD";"512";"0";"Intel";"windows";"2.31";81732
284;"Acer";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.6";47100
285;"Asus";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.3";88178
286;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";"windows";"2.1";46833
287;"HP";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"1.60";4;"HDD";"500";"0";"Intel";"windows";"1.49";40173
288;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i7";"1.80";8;"HDD";"1024";"0";"Intel";"windows";"2.1";48059
289;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"linux";"2";20726
290;"Lenovo";"Workstation";"15.6";3840;2160;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"windows";"2.3";130270
291;"Huawei";"Ultrabook";"13";2160;1440;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.05";71875
292;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"N/A";"2.2";17156
293;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"windows";"2.65";53227
294;"HP";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"3.35";73473
295;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.90";16;"SSD";"512";"0";"Nvidia";"windows";"2.5";130483
296;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"2.50";6;"HDD";"2048";"0";"AMD";"windows";"2.71";37243
297;"Lenovo";"Notebook";"15.6";1366;768;0;"AMD";"A6-Series 9220";"2.90";4;"HDD";"500";"0";"AMD";"N/A";"2.2";16464
298;"Dell";"Notebook";"15.6";1366;768;1;"Intel";"Core i5";"2.50";8;"HDD";"2048";"0";"Intel";"windows";"2.36";29697
299;"Acer";"Notebook";"15.6";1366;768;0;"AMD";"A12-Series 9720P";"2.70";8;"SSD";"256";"0";"AMD";"windows";"2.2";35112
300;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.65";79867
302;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Nvidia";"windows";"2.5";55678
303;"Acer";"Notebook";"14";1366;768;0;"Intel";"Core i3";"2.00";8;"HDD";"1024";"0";"Intel";"windows";"2.1";20726
304;"Dell";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"windows";"1.36";76031
305;"Asus";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"windows";"2.2";50563
306;"Asus";"Gaming";"17.3";1920;1080;0;"AMD";"Ryzen 1600";"3.20";8;"Hybrid";"256";"1024";"AMD";"windows";"3.2";90310
307;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"2048";"0";"Intel";"N/A";"2.2";27652
308;"Dell";"Gaming";"15.6";3840;2160;0;"Intel";"Core i7";"2.80";16;"Hybrid";"512";"1024";"Nvidia";"windows";"2.65";98302
309;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"windows";"2.1";23816
310;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"windows";"1.86";23390
311;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.70";4;"SSD";"256";"0";"Nvidia";"windows";"7.2";30476
312;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.65";71662
313;"Apple";"Ultrabook";"15.4";2880;1800;0;"Intel";"Core i7";"2.90";16;"SSD";"512";"0";"AMD";"mac";"1.83";152274
314;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Intel";"windows";"2.05";31861
315;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"windows";"2.56";66561
316;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";"windows";"2.1";26267
317;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"windows";"1.5";58555
318;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"1024";"AMD";"windows";"2.36";52161
319;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";"windows";"2.1";18488
320;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"1024";"0";"Nvidia";"windows";"2.62";47899
321;"Asus";"Notebook";"17.3";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Nvidia";"windows";"2";30050
322;"Toshiba";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.40";4;"HDD";"500";"0";"Intel";"windows";"5.4";26054
323;"Asus";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"2";50350
324;"Asus";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"linux";"2.3";27865
325;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";"windows";"2.23";39534
326;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.63";52641
327;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"1024";"Intel";"windows";"2.02";45554
328;"Asus";"Ultrabook";"13.3";1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"1.1";93181
329;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.40";8;"HDD";"1024";"0";"Nvidia";"N/A";"2.2";26587
330;"Dell";"2 in 1 Convertible";"11.6";1366;768;1;"Intel";"Pentium Quad";"1.60";4;"HDD";"500";"0";"Intel";"windows";"1.47";25521
331;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.70";4;"HDD";"1024";"0";"Nvidia";"windows";"2.2";28238
332;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Nvidia";"windows";"1.7";59567
333;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"N/A";"1.9";13446
334;"Google";"Ultrabook";"12.3";2400;1600;1;"Intel";"Core i7";"1.30";16;"SSD";"512";"0";"Intel";"others";"1.1";117163
335;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";"windows";"2.5";49177
336;"Lenovo";"Ultrabook";"14";2560;1440;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"windows";"1.13";121585
337;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.40";8;"HDD";"1024";"0";"Intel";"windows";"2.3";24456
338;"Dell";"Ultrabook";"13.3";1920;1080;1;"Intel";"Core i5";"1.60";8;"SSD";"128";"0";"Intel";"windows";"1.22";52161
339;"Asus";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"windows";"1.3";63563
340;"Acer";"Notebook";"15.6";1920;1080;1;"Intel";"Core i3";"2.40";6;"HDD";"1024";"0";"Intel";"windows";"2.1";25521
341;"MSI";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.2";69211
342;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"windows";"3";49977
343;"MSI";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"2048";"Nvidia";"windows";"1.8";119427
344;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.5";52055
345;"Lenovo";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storge";"32";"0";"Intel";"windows";"1.44";15558
346;"Lenovo";"Ultrabook";"24";2560;1440;0;"Intel";"Core i7";"2.70";24;"SSD";"512";"0";"Intel";"windows";"1.32";126913
347;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"SSD";"128";"0";"Intel";"windows";"1.9";26533
348;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"N/A";"2.2";33513
349;"Lenovo";"Notebook";"13.3";1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"windows";"1.5";29251
350;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.8";100699
351;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.58";78854
352;"Dell";"Notebook";"17.3";1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";"windows";"4.42";109011
354;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Nvidia";"N/A";"2.2";26587
355;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";"linux";"2";29784
356;"Dell";"Workstation";"15.6";1920;1080;0;"Intel";"Core i5";"2.60";8;"HDD";"500";"0";"AMD";"windows";"2.23";72940
357;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i7";"1.80";16;"SSD";"512";"0";"Nvidia";"windows";"2.5";67719
358;"HP";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";"windows";"1.32";37243
359;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Intel";"windows";"8.23";29251
360;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"windows";"2.1";23923
361;"Asus";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"1.5";67239
362;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"512";"1024";"Nvidia";"windows";"3.2";93187
363;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";4;"SSD";"256";"0";"Intel";"windows";"2.2";36337
364;"Lenovo";"Notebook";"17.3";1600;900;0;"Intel";"Core i5";"2.50";6;"Hybrid";"128";"1024";"Nvidia";"windows";"2.8";38308
365;"Asus";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"windows";"1.7";55939
366;"Dell";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"windows";"2";113753
367;"Dell";"Workstation";"15.6";3840;2160;0;"Intel";"Xeon E3-1505M";"3.00";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.8";162770
369;"Acer";"Notebook";"17.3";1920;1080;0;"Intel";"Core i3";"2.70";4;"HDD";"1024";"0";"Nvidia";"windows";"3";34898
370;"MSI";"Gaming";"18.4";1920;1080;0;"Intel";"Core i7";"2.90";32;"Hybrid";"512";"1024";"Nvidia";"windows";"4.4";149131
371;"Lenovo";"Notebook";"17.3";1600;900;0;"AMD";"A6-Series 9220";"2.50";8;"HDD";"1024";"0";"AMD";"windows";"2.8";27652
372;"Microsoft";"Ultrabook";"13.5";2256;1504;1;"Intel";"Core M";"2.20";4;"SSD";"128";"0";"Intel";"windows";"1.252";52694
373;"Dell";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.88";58403
374;"Lenovo";"2 in 1 Convertible";"14";2560;1440;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"1.42";133680
375;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"windows";"1.86";34046
376;"Apple";"Ultrabook";"12";2304;1440;0;"Intel";"Core i5";"1.30";8;"SSD";"512";"0";"Intel";"mac";"0.92";80453
377;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"linux";"2.4";41505
378;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"N/A";"2.4";74485
379;"Dell";"Ultrabook";"13.3";3200;1800;1;"Intel";"Core i7";"2.40";8;"SSD";"256";"0";"Intel";"windows";"1.23";73473
380;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.63";45821
381;"HP";"Ultrabook";"12.5";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.26";71129
